#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
EVTDESCprisoner.1;Your prisoner has relinquished all claims on your rightful titles. Another threat is dealt with.;;;;;;;;;;;;;x
EVTOPTAprisoner.1;Perfect.;;;;;;;;;;;;;x
EVTDESCprisoner.2;Your jailer enters the cell accompanied by a royal scribe - certainly not someone you were expecting, and even more certainly not a good sign. The scribe speaks "My [From.GetTitle] wishes you denounce your claims on [From.GetHerHis] rightful titles. That means you have to signing these documents and you have a choice - with or without torture.";;;;;;;;;;;;;x
EVTOPTAprisoner.2;... it's enough, I'll sign! I'll sign!;;;;;;;;;;;;;x
EVTDESCprisoner.3;Rustling behind your cell's doors awaken you and [From.GetTitledName] enters. The fact that he is unaccompanied by guards and the late hour can mean [From.GetHerHis] visit have one purpose - you.;;;;;;;;;;;;;x
EVTOPTAprisoner.3;Don't come near me...;;;;;;;;;;;;;x
EVTDESCprisoner.4;[From.GetTitledName] is a nice woman and it is simply unacceptable that she spends her night alone in a dark cold cell. I will visit her right now, to keep her company for the night.;;;;;;;;;;;;;x
EVTOPTAprisoner.4;The simple joys of the life.;;;;;;;;;;;;;x
EVTDESCprisoner.5;Curse him, after what that pig did to me, I am with his child!;;;;;;;;;;;;;x
EVTTOOLTIPprisoner.7;Inform [Root.Spouse.GetFirstName] he will be a father and conditions under what it happened;;;;;;;;;;;;;x
EVTDESCprisoner.6;It seems like the time you spent with [From.GetTitledName], when she was your prisoner, has resulted with her bearing your child.;;;;;;;;;;;;;x
EVTOPTAprisoner.6;Oops!;;;;;;;;;;;;x
EVTDESCprisoner.7;Your [GetFromRelation] has informed you that she is with a child. It happened when she was prisoner against her will.;;;;;;;;;;;;;x
EVTOPTAprisoner.7;Curse him.;;;;;;;;;;;;;x
EVTDESCprisoner.9;It seems the time [From.Mother.GetTitledFirstName] spent in my dungeon have resulted in a child - little [From.GetFirstName] is my spitting image.;;;;;;;;;;;;;x
EVTOPTAprisoner.9;Legitimize [From.GetHerHim].;;;;;;;;;;;;;x
EVTTOOLTIPprisoner.11;[This.GetFirstName] becomes a member of House [Root.GetOnlyDynastyName];;;;;;;;;;;;;x
EVTTOOLTIP1prisoner.13;[This.GetTitledFirstName], the mother's husband, is most displeased...;;;;;;;;;;;;;x
EVTTOOLTIP2prisoner.13;[This.GetTitledFirstName], the mother's consort, is most displeased...;;;;;;;;;;;;;x
EVTOPTBprisoner.9;Acknowledge [From.GetHerHim] as mine.;;;;;;;;;;;;;x
EVTTOOLTIPprisoner.14;[This.GetFirstName] will be regarded as your [This.GetSonDaughter] and can be legitimized later;;;;;;;;;;;;;x
EVTOPTCprisoner.9;Denounce the child.;;;;;;;;;;;;;x
EVTDESCprisoner.10;It seems the time [From.Mother.GetTitledFirstName] spent in [From.Father.GetTitledFirstName] dungeon have resulted in a child.;;;;;;;;;;;;;x
EVTTOOLTIPprisoner.16;The child remains [This.GetDynName];;;;;;;;;;;;;x
EVTTOOLTIPprisoner.12;[Root.Father.GetTitledFirstName]'s wife [Root.Father.Spouse.GetTitledFirstName] is enraged;;;;;;;;;;;;;x
EVTDESCprisoner.12;[Root.Spouse.GetFirstName] has not only cheated on me, but has legitimized his accursed spawn!;;;;;;;;;;;;;x
EVTOPTAprisoner.12;Unacceptable.;;;;;;;;;;;;;x
EVTDESCprisoner.13;[FromFrom.Mother.GetFirstName] was raped and has borne the child of another man!;;;;;;;;;;;;;x
EVTOPTAprisoner.13;He will pay!;;;;;;;;;;;;;x
EVTTOOLTIPprisoner.15;[Root.Father.GetFirstName]'s wife [Root.Father.Spouse.GetFirstName] is angered;;;;;;;;;;;;;x
EVTDESCprisoner.15;My sweet [Root.Spouse.GetFirstName] has acknowledged the bastard child he had with one of prisoners.;;;;;;;;;;;;;x
EVTOPTAprisoner.15;Well, it could be worse.;;;;;;;;;;;;;x
EVTDESCprisoner.20;Your dungeons are full to brim with prisoners, even the wardens have been complaining that they don't now what to do with them. One of the options to deal with this overpopulation is mass pardon. But the question who should I order to release.;;;;;;;;;;;;;x
EVTOPTAprisoner.20;Release the rabble.;;;;;;;;;;;;;x
EVTOPTBprisoner.20;Release some of minor lords.;;;;;;;;;;;;;x
EVTOPTCprisoner.20;Release only the important ones.;;;;;;;;;;;;;x
EVTOPTDprisoner.20;Never mind. I will deal with them individually.;;;;;;;;;;;;;x
EVTDESCprisoner.21;Your dungeons are full to brim with prisoners, even the wardens have been complaining that they don't now what to do with them. One of the options to deal with this overpopulation is mass execution. But the question who should I order to execute.;;;;;;;;;;;;;x
EVTOPTAprisoner.21;Execute the rabble.;;;;;;;;;;;;;x
EVTOPTBprisoner.21;Execute some of minor lords.;;;;;;;;;;;;;x
EVTOPTCprisoner.21;Execute only the important ones.;;;;;;;;;;;;;x
EVTOPTDprisoner.21;Never mind. I will deal with them individually.;;;;;;;;;;;;;x

EVTDESCprisoner.8;I'm a bastard;;;;;;;;;;;;;x
