#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
# Special
SORCERER;Sorcerer;;;;;;;;;;;;;x
SORCERESS;Sorceress;;;;;;;;;;;;;x
WILDERNESS;Wilderness;;;;;;;;;;;;;x
HEADMASTER;Headmaster;;;;;;;;;;;;;x
HEADMISTRESS;Headmistress;;;;;;;;;;;;;x
COMMANDER;Commander;;;;;;;;;;;;;x
COMMANDER_FOA;Commander;;;;;;;;;;;;;x
# Temples called temple
temple_barony_northern_religions;Temple;Temple;Tempel;;Templo;;;;;;;;;x;
temple_barony_evil_religions;Temple;Temple;Tempel;;Templo;;;;;;;;;x;
temple_barony_elven_religions;Temple;Temple;Tempel;;Templo;;;;;;;;;x;
temple_barony_dwarven_religions;Temple;Temple;Tempel;;Templo;;;;;;;;;x;
temple_barony_halfling_religions;Temple;Temple;Tempel;;Templo;;;;;;;;;x;
temple_barony_dryad_religions;Temple;Temple;Tempel;;Templo;;;;;;;;;x;
temple_barony_southern_religions;Temple;Temple;Tempel;;Templo;;;;;;;;;x;
temple_barony_eastern_religions;Temple;Temple;Tempel;;Templo;;;;;;;;;x;
#
temple_barony_of_northern_religions;Temple of;Temple de;Tempel von;;Templo de;;;;;;;;;x
temple_barony_of_evil_religions;Temple of;Temple de;Tempel von;;Templo de;;;;;;;;;x
temple_barony_of_elven_religions;Temple of;Temple de;Tempel von;;Templo de;;;;;;;;;x
temple_barony_of_dwarven_religions;Temple of;Temple de;Tempel von;;Templo de;;;;;;;;;x
temple_barony_of_halfling_religions;Temple of;Temple de;Tempel von;;Templo de;;;;;;;;;x
temple_barony_of_dryad_religions;Temple of;Temple de;Tempel von;;Templo de;;;;;;;;;x
temple_barony_of_southern_religions;Temple of;Temple de;Tempel von;;Templo de;;;;;;;;;x
temple_barony_of_eastern_religions;Temple of;Temple de;Tempel von;;Templo de;;;;;;;;;x
# Skellige culture
baron_skellige;Herra;Herra;Herra;;Herra;;;;;;;;;x
baron_female_skellige;Frú;Frú;Frú;;Frú;;;;;;;;;x
baron_title_ruler_consort_skellige;Herra;Herra;Herra;;Herra;;;;;;;;;x
baron_title_ruler_consort_female_skellige;Frú;Frú;Frú;;Frú;;;;;;;;;x
count_skellige;Herra;Herra;Herra;;Herra;;;;;;;;;x
count_female_skellige;Frú;Frú;Frú;;Frú;;;;;;;;;x
count_title_ruler_consort_skellige;Herra;Herra;Herra;;Herra;;;;;;;;;x
count_title_ruler_consort_female_skellige;Frú;Frú;Frú;;Frú;;;;;;;;;x
duke_skellige;Jarl;Jarl;Jarl;;Jarl;;;;;;;;;x
duke_female_skellige;Frú;Frú;Frú;;Frú;;;;;;;;;x
duke_title_ruler_consort_skellige;Herra;Herra;Herra;;Herra;;;;;;;;;x
duke_title_ruler_consort_female_skellige;Frú;Frú;Frú;;Frú;;;;;;;;;x
duchy_of_skellige;Jarldom of;Jarldom of;Jarldom of;;Jarldom of;;;;;;;;;x
