#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_aach;Aach;Aach;Aach;;Aach;;;;;;;;;x
b_aach_adj;Aachian;;aacher;;;;;;;;;;;x
b_aastrein;Aastrein;Aastrein;Aastrein;;Aastrein;;;;;;;;;x
b_aastrein_adj;Aastreinian;;aastreiner;;;;;;;;;;;x
b_abbarten;Abbarten;Abbarten;Abbarten;;Abbarten;;;;;;;;;x
b_abbarten_adj;Abbartenian;;abbartener;;;;;;;;;;;x
b_abbeyfeale;Abbeyfeale;Abbeyfeale;Abbeyfeale;;Abbeyfeale;;;;;;;;;x
b_abbeyfeale_adj;Abbeyfealean;;abbeyfealer;;;;;;;;;;;x
b_abbeyleix;Abbeyleix;Abbeyleix;Abbeyleix;;Abbeyleix;;;;;;;;;x
b_abbeyleix_adj;Abbeyleixian;;abbeyleixer;;;;;;;;;;;x
b_aberaeron;Aberaeron;Aberaeron;Aberaeron;;Aberaeron;;;;;;;;;x
b_aberaeron_adj;Aberaeronian;;aberaeroner;;;;;;;;;;;x
b_abercynon;Abercynon;Abercynon;Abercynon;;Abercynon;;;;;;;;;x
b_abercynon_adj;Abercynonian;;abercynoner;;;;;;;;;;;x
b_aberdaron;Aberdaron;Aberdaron;Aberdaron;;Aberdaron;;;;;;;;;x
b_aberdaron_adj;Aberdaronian;;aberdaroner;;;;;;;;;;;x
b_abergavenny;Abergavenny;Abergavenny;Abergavenny;;Abergavenny;;;;;;;;;x
b_abergavenny_adj;Abergavennian;;abergavenner;;;;;;;;;;;x
b_abertawe;Abertawe;Abertawe;Abertawe;;Abertawe;;;;;;;;;x
b_abertawe_adj;Abertawean;;abertawer;;;;;;;;;;;x
b_abertawe_2;Abertawe;Abertawe;Abertawe;;Abertawe;;;;;;;;;x
b_abertawe_2_adj;Abertawean;;abertawer;;;;;;;;;;;x
b_abertawe_3;Abertawe;Abertawe;Abertawe;;Abertawe;;;;;;;;;x
b_abertawe_3_adj;Abertawean;;abertawer;;;;;;;;;;;x
b_abertawe_4;Abertawe;Abertawe;Abertawe;;Abertawe;;;;;;;;;x
b_abertawe_4_adj;Abertawean;;abertawer;;;;;;;;;;;x
b_aberystwyth;Aberystwyth;Aberystwyth;Aberystwyth;;Aberystwyth;;;;;;;;;x
b_aberystwyth_adj;Aberystwythian;;aberystwyther;;;;;;;;;;;x
b_aberystwyth_2;Aberystwyth;Aberystwyth;Aberystwyth;;Aberystwyth;;;;;;;;;x
b_aberystwyth_2_adj;Aberystwythian;;aberystwyther;;;;;;;;;;;x
b_abralmas;Abralmas;Abralmas;Abralmas;;Abralmas;;;;;;;;;x
b_abralmas_adj;Abralmasian;;abralmaser;;;;;;;;;;;x
b_abramova;Abramova;Abramova;Abramova;;Abramova;;;;;;;;;x
b_abramova_adj;Abramovan;;abramover;;;;;;;;;;;x
b_acantun;Acantun;Acantun;Acantun;;Acantun;;;;;;;;;x
b_acantun_adj;Acantunian;;acantuner;;;;;;;;;;;x
b_achonry;Achonry;Achonry;Achonry;;Achonry;;;;;;;;;x
b_achonry_adj;Achonrian;;achonrer;;;;;;;;;;;x
b_acincus;Acincus;Acincus;Acincus;;Acincus;;;;;;;;;x
b_acincus_adj;Acincusian;;acincuser;;;;;;;;;;;x
b_acorn_bay;Acorn Bay;Acorn Bay;Acorn Bay;;Acorn Bay;;;;;;;;;x
b_acorn_bay_adj;Acorn Baian;;Acorn Baer;;;;;;;;;;;x
b_actun;?ctun;?ctun;?ctun;;?ctun;;;;;;;;;x
b_actun_adj;?ctunian;;?ctuner;;;;;;;;;;;x
b_adampole;Adampole;Adampole;Adampole;;Adampole;;;;;;;;;x
b_adampole_adj;Adampolean;;adampoler;;;;;;;;;;;x
b_adare;Adare;Adare;Adare;;Adare;;;;;;;;;x
b_adare_adj;Adarean;;adarer;;;;;;;;;;;x
b_adatas;Adatas;Adatas;Adatas;;Adatas;;;;;;;;;x
b_adatas_adj;Adatasian;;adataser;;;;;;;;;;;x
b_addiewell;Addiewell;Addiewell;Addiewell;;Addiewell;;;;;;;;;x
b_addiewell_adj;Addiewellian;;addieweller;;;;;;;;;;;x
b_adeclans;Adeclans;Adeclans;Adeclans;;Adeclans;;;;;;;;;x
b_adeclans_adj;Adeclansian;;adeclanser;;;;;;;;;;;x
b_adgyr;Adgyr;Adgyr;Adgyr;;Adgyr;;;;;;;;;x
b_adgyr_adj;Adgyrian;;adgyrer;;;;;;;;;;;x
b_adhartha;Adhartha;Adhartha;Adhartha;;Adhartha;;;;;;;;;x
b_adhartha_adj;Adharthan;;adharther;;;;;;;;;;;x
b_adillas;Adillas;Adillas;Adillas;;Adillas;;;;;;;;;x
b_adillas_adj;Adillasian;;adillaser;;;;;;;;;;;x
b_adrunum;Adrunum;Adrunum;Adrunum;;Adrunum;;;;;;;;;x
b_adrunum_adj;Adrunumian;;adrunumer;;;;;;;;;;;x
b_ae;Ae;Ae;Ae;;Ae;;;;;;;;;x
b_ae_adj;Aean;;er;;;;;;;;;;;x
b_aebbandun;Æbbandun;Æbbandun;Æbbandun;;Æbbandun;;;;;;;;;x
b_aebbandun_adj;Æbbandunian;;æbbanduner;;;;;;;;;;;x
b_aedd_gynvael;Aedd Gynvael;Aedd Gynvael;Aedd Gynvael;;Aedd Gynvael;;;;;;;;;x
b_aedd_gynvael_adj;Aedd Gynvaelian;;Aedd Gynvaeler;;;;;;;;;;;x
b_aedd_gynvael_2;Aedd Gynvael;Aedd Gynvael;Aedd Gynvael;;Aedd Gynvael;;;;;;;;;x
b_aedd_gynvael_2_adj;Aedd Gynvaelian;;Aedd Gynvaeler;;;;;;;;;;;x
b_aegelesburg;Ægelesburg;Ægelesburg;Ægelesburg;;Ægelesburg;;;;;;;;;x
b_aegelesburg_adj;Ægelesburgian;;ægelesburger;;;;;;;;;;;x
b_aegelesthrep;Ægelesþrep;Ægelesþrep;Ægelesþrep;;Ægelesþrep;;;;;;;;;x
b_aegelesthrep_adj;Ægelesþrepian;;ægelesþreper;;;;;;;;;;;x
b_aerzen;Aerzen;Aerzen;Aerzen;;Aerzen;;;;;;;;;x
b_aerzen_adj;Aerzenian;;aerzener;;;;;;;;;;;x
b_aescesdun;Æscesdun;Æscesdun;Æscesdun;;Æscesdun;;;;;;;;;x
b_aescesdun_adj;Æscesdunian;;æscesduner;;;;;;;;;;;x
b_aethelinga;Æþelinga;Æþelinga;Æþelinga;;Æþelinga;;;;;;;;;x
b_aethelinga_adj;Æþelingan;;æþelinger;;;;;;;;;;;x
b_afanasyevo;Afanasyevo;Afanasyevo;Afanasyevo;;Afanasyevo;;;;;;;;;x
b_afanasyevo_adj;Afanasyevian;;afanasyever;;;;;;;;;;;x
b_aflinskali;Aflinskali;Aflinskali;Aflinskali;;Aflinskali;;;;;;;;;x
b_aflinskali_adj;Aflinskalian;;aflinskaler;;;;;;;;;;;x
b_afon_pellach;Afon Pellach;Afon Pellach;Afon Pellach;;Afon Pellach;;;;;;;;;x
b_afon_pellach_adj;Afon Pellachian;;Afon Pellacher;;;;;;;;;;;x
b_afon_pellach_2;Afon Pellach;Afon Pellach;Afon Pellach;;Afon Pellach;;;;;;;;;x
b_afon_pellach_2_adj;Afon Pellachian;;Afon Pellacher;;;;;;;;;;;x
b_afon_pellach_3;Afon Pellach;Afon Pellach;Afon Pellach;;Afon Pellach;;;;;;;;;x
b_afon_pellach_3_adj;Afon Pellachian;;Afon Pellacher;;;;;;;;;;;x
b_afon_pellach_4;Afon Pellach;Afon Pellach;Afon Pellach;;Afon Pellach;;;;;;;;;x
b_afon_pellach_4_adj;Afon Pellachian;;Afon Pellacher;;;;;;;;;;;x
b_afonino;Afonino;Afonino;Afonino;;Afonino;;;;;;;;;x
b_afonino_adj;Afoninian;;afoniner;;;;;;;;;;;x
b_aftenduth;Aftenduth;Aftenduth;Aftenduth;;Aftenduth;;;;;;;;;x
b_aftenduth_adj;Aftenduthian;;aftenduther;;;;;;;;;;;x
b_agallot;Agallot;Agallot;Agallot;;Agallot;;;;;;;;;x
b_agallot_adj;Agallotian;;agalloter;;;;;;;;;;;x
b_agarizzo;Agarizzo;Agarizzo;Agarizzo;;Agarizzo;;;;;;;;;x
b_agarizzo_adj;Agarizzian;;agarizzer;;;;;;;;;;;x
b_aghagower;Aghagower;Aghagower;Aghagower;;Aghagower;;;;;;;;;x
b_aghagower_adj;Aghagowerian;;aghagowerer;;;;;;;;;;;x
b_aghnamona;Aghnamona;Aghnamona;Aghnamona;;Aghnamona;;;;;;;;;x
b_aghnamona_adj;Aghnamonan;;aghnamoner;;;;;;;;;;;x
b_agmodesham;Agmodesham;Agmodesham;Agmodesham;;Agmodesham;;;;;;;;;x
b_agmodesham_adj;Agmodeshamian;;agmodeshamer;;;;;;;;;;;x
b_agolon;Agolon;Agolon;Agolon;;Agolon;;;;;;;;;x
b_agolon_adj;Agolonian;;agoloner;;;;;;;;;;;x
b_agonas;Agonas;Agonas;Agonas;;Agonas;;;;;;;;;x
b_agonas_adj;Agonasian;;agonaser;;;;;;;;;;;x
b_agoz;Agoz;Agoz;Agoz;;Agoz;;;;;;;;;x
b_agoz_adj;Agozian;;agozer;;;;;;;;;;;x
b_ahaux;Ahaux;Ahaux;Ahaux;;Ahaux;;;;;;;;;x
b_ahaux_adj;Ahauxian;;ahauxer;;;;;;;;;;;x
