#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
# Special
SORCERER;Sorcerer;;;;;;;;;;;;;x
SORCERESS;Sorceress;;;;;;;;;;;;;x
WILDERNESS;Wilderness;;;;;;;;;;;;;x
HEADMASTER;Headmaster;;;;;;;;;;;;;x
HEADMISTRESS;Headmistress;;;;;;;;;;;;;x
COMMANDER;Commander;;;;;;;;;;;;;x
# Skellige culture
baron_skellige;Herra;Herra;Herra;;Herra;;;;;;;;;x
baron_female_skellige;Frú;Frú;Frú;;Frú;;;;;;;;;x
baron_title_ruler_consort_skellige;Herra;Herra;Herra;;Herra;;;;;;;;;x
baron_title_ruler_consort_female_skellige;Frú;Frú;Frú;;Frú;;;;;;;;;x
count_skellige;Herra;Herra;Herra;;Herra;;;;;;;;;x
count_female_skellige;Frú;Frú;Frú;;Frú;;;;;;;;;x
count_title_ruler_consort_skellige;Herra;Herra;Herra;;Herra;;;;;;;;;x
count_title_ruler_consort_female_skellige;Frú;Frú;Frú;;Frú;;;;;;;;;x
duke_skellige;Jarl;Jarl;Jarl;;Jarl;;;;;;;;;x
duke_female_skellige;Frú;Frú;Frú;;Frú;;;;;;;;;x
duke_title_ruler_consort_skellige;Herra;Herra;Herra;;Herra;;;;;;;;;x
duke_title_ruler_consort_female_skellige;Frú;Frú;Frú;;Frú;;;;;;;;;x
duchy_of_skellige;Jarldom of;Jarldom of;Jarldom of;;Jarldom of;;;;;;;;;x
king_skellige;Konung;Konung;Konung;;Konung;;;;;;;;;x
king_female_skellige;Rhena;Rhena;Rhena;;Rhena;;;;;;;;;x
emperor_skellige;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x
emperor_female_skellige;Ard Rhena;Ard Rhena;Ard Rhena;;Ard Rhena;;;;;;;;;x
emperor_title_ruler_consort_skellige;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x
emperor_title_ruler_consort_female_skellige;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x
title_ruler_consort_skellige;Konung;Konung;Konung;;Konung;;;;;;;;;x
title_ruler_consort_female_skellige;Dróttning;Dróttning;Dróttning;;Dróttning;;;;;;;;;x
title_prince_skellige;Prins;Prins;Prins;;Prins;;;;;;;;;x
title_prince_female_skellige;Prinsesse;Prinsesse;Prinsesse;;Prinsesse;;;;;;;;;x
# Elven culture
