#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
EVTDESCdruid.10;A druid have stands before you, offering you services and wisdom of a druid.;;;;;;;;;;;;;x
EVTOPTAdruid.10;Very well.;;;;;;;;;;;;;x
EVTOPTBdruid.10;Get the druid out of my sight.;;;;;;;;;;;;;x
EVTDESCdruid.12;A druid have stands before you, offering you services and wisdom of a druid.;;;;;;;;;;;;;x
EVTOPTAdruid.12;Very well.;;;;;;;;;;;;;x
EVTOPTBdruid.12;Get the druid out of my sight.;;;;;;;;;;;;;x
EVTDESCdruid.21;Your [GetFromRelation] has expressed a peculiar wish, [From.GetSheHe] wishes to learn the ways of druid and help those less fortunous. But the way of druids is something to dedicate life to, so possibly you will never see [From.GetSheHe] again.;;;;;;;;;;;;;x
EVTOPTAdruid.21;I will not allow it!;;;;;;;;;;;;;x
EVTOPTBdruid.21;Very well, I permit it.;;;;;;;;;;;;;x
EVTDESCdruid.22;After years of studying the wisdom of more senior druids I have finally become a druid.;;;;;;;;;;;;;x
EVTOPTAdruid.22;Ok;;;;;;;;;;;;;x
EVTTOOLTIPdruid_cure;[This.GetTitledFirstName] is cured;;;;;;;;;;;;;x
EVTDESCdruid.100;The atmosphere in the court have been very stressed lately, but I'm sure everything could be simply solved by just talking things over.;;;;;;;;;;;;;x
EVTOPTAdruid.100;I hope [Root.Liege.GetTitledFirstName] is willing to open [Root.Liege.GetHerHis] heart to me.;;;;;;;;;;;;;x
EVTOPTBdruid.100;I hope I can do something to ease the atmosphere.;;;;;;;;;;;;;x
EVTOPTCdruid.100;I shouldn't involve myself with problems of others.;;;;;;;;;;;;;x
EVTDESCdruid.101;Druid [From.GetFullName] seeing me so down came to me and offered to listen to my problems. Although unwillingly at start I shared all those stressing thing that weighted me down with [From.GetHerHim] and now feel joyous again.;;;;;;;;;;;;;x
EVTOPTAdruid.101;Life isn't too bad.;;;;;;;;;;;;;x
EVTDESCdruid.102;The atmosphere in the court have been very glum lately, everything could be simply solved by just talking things over, although I should prepare sme pills from Hellebore petal just in case.;;;;;;;;;;;;;x
EVTOPTAdruid.102;I hope [Root.Liege.GetTitledFirstName] will cheer up.;;;;;;;;;;;;;x
EVTOPTBdruid.102;Everyone should just be more postive.;;;;;;;;;;;;;x
EVTOPTCdruid.102;I shouldn't involve myself with problems of others.;;;;;;;;;;;;;x
