#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
defenderbonus_dryad_forest;Dryad Forest;;;;;;;;;;;;;x
dryad_forest;Dryad Forest;;;;;;;;;;;;;x
best_candidate_title_eternal_fire_cardinal;My Best Priest Elector Candidate;;;;;;;;;;;;;x
best_candidate_title_eternal_fire_cardinal_tooltip;Of all the priests in my realm, this one is the likeliest to get appointed Priest Elector by the Hierarch.;;;;;;;;;;;;;x
expected_next_title_eternal_fire_cardinal;Expected Next Priest Elector;;;;;;;;;;;;;x
expected_next_title_eternal_fire_cardinal_tooltip;This priest is probably next in line for a Electorship when one becomes available.;;;;;;;;;;;;;x
# Regions
world_the_north;The North;;;;;;;;;;;;;x
world_the_south;The South;;;;;;;;;;;;;x
# Game rules
RULE_HAAK_INVASIONS;Haak Invasions;;;;;;;;;;;;;x
RULE_HAAK_INVASIONS_HISTORICAL_DESC;The Haak people will tend to invade in their historical timeframes.;;;;;;;;;;;;;x
RULE_HAAK_INVASIONS_RANDOM_DESC;The Haak people can invade at any time.;;;;;;;;;;;;;x
RULE_HAAK_INVASIONS_OFF_DESC;The Haak people will never invade.;;;;;;;;;;;;;x
RULE_CANON_PORTRAITS;Canon Character Portraits;;;;;;;;;;;;;x
RULE_CANON_PORTRAITS_PRE_RENDERED;Pre-rendered;;;;;;;;;;;;;x
RULE_CANON_PORTRAITS_PRE_RENDERED_DESC;Use pre-rendered portraits for characters from the Witcher video games.;;;;;;;;;;;;;x
RULE_CANON_PORTRAITS_DYNAMIC;Dynamic;;;;;;;;;;;;;x
RULE_CANON_PORTRAITS_DYNAMIC_DESC;Use vanilla dynamic portrait rendering for canon characters.;;;;;;;;;;;;;x
