#CODE;ENGLISH;FRENCH;GERMAN;SPANISH;;;;;;;;x
PROV1;Northern Wastelands;;;;;;;;x
PROV2;Southern Wastelands;;;;;;;;x
PROV3;Korath;;;;;;;;x
PROV4;Northwestern Wastelands;;;;;;;;x
PROV5;Wyzima;;;;;;;;x
PROV6;Vattweir;;;;;;;;x
PROV7;Carreras;;;;;;;;x
PROV8;Ellander;;;;;;;;x
PROV9;Moen;;;;;;;;x
PROV10;Dorndal;;;;;;;;x
PROV11;White Bridge;;;;;;;;x
PROV12;Flotsam;;;;;;;;x
PROV13;La Valette;;;;;;;;x
PROV14;Nessvelt;;;;;;;;x
PROV15;Houtborg;;;;;;;;x
PROV16;Thanedd;;;;;;;;x
PROV17;Maribor;;;;;;;;x
PROV18;Cleves;;;;;;;;x
PROV19;Razwan;;;;;;;;x
PROV20;Dorian;;;;;;;;x
PROV21;Anchor;;;;;;;;x
PROV22;Mayena;;;;;;;;x
PROV23;Garramone;;;;;;;;x
PROV24;Burdorff;;;;;;;;x
PROV25;Gors Velen;;;;;;;;x
PROV26;Acorn Bay;;;;;;;;x
PROV27;Caelf;;;;;;;;x
PROV28;Carbon;;;;;;;;x
PROV29;Mons Arx;;;;;;;;x
PROV30;Craag Ros;;;;;;;;x
PROV31;Brugge;;;;;;;;x
PROV32;Dillingen;;;;;;;;x
PROV33;Turlough Hills;;;;;;;;x
PROV34;Drieschot;;;;;;;;x
PROV35;Armeria;;;;;;;;x
PROV36;Vidort;;;;;;;;x
PROV37;Carcano;;;;;;;;x
PROV38;Groundcherry Woods;;;;;;;;x
PROV39;Riedbrune;;;;;;;;x
PROV40;Dire Mire;;;;;;;;x
PROV41;Kagen;;;;;;;;x
PROV42;Breza;;;;;;;;x
PROV43;Cintra;;;;;;;;x
PROV44;Cottbus;;;;;;;;x
PROV45;Attre;;;;;;;;x
PROV46;Erlenwald;;;;;;;;x
PROV47;Tigg;;;;;;;;x
PROV48;Ortagor;;;;;;;;x
PROV49;Strept;;;;;;;;x
PROV50;Fourhorn;;;;;;;;x
PROV51;Tretogor;;;;;;;;x
PROV52;Knotweed Meadow;;;;;;;;x
PROV53;Oxenfurt;;;;;;;;x
PROV54;Gelibol;;;;;;;;x
PROV55;Mirt;;;;;;;;x
PROV56;Braa;;;;;;;;x
PROV57;Blaviken;;;;;;;;x
PROV58;S Arc Coast;;;;;;;;x
PROV59;Yspaden;;;;;;;;x
PROV60;Jamurlak;;;;;;;;x
PROV61;Murivel;;;;;;;;x
PROV62;Egremont;;;;;;;;x
PROV63;Foam;;;;;;;;x
PROV64;Drakenborg;;;;;;;;x
PROV65;Rinde;;;;;;;;x
PROV66;Foam;;;;;;;;x
PROV67;Vartburg;;;;;;;;x
PROV68;Baldhorn;;;;;;;;x
PROV69;Montecalvo;;;;;;;;x
PROV70;Crinfrid;;;;;;;;x
PROV71;Nimnar Valley;;;;;;;;x
PROV72;Barienmurg;;;;;;;;x
PROV73;Novigrad;;;;;;;;x
PROV74;Roggeven;;;;;;;;x
PROV75;Troy;;;;;;;;x
PROV76;Denesle;;;;;;;;x
PROV77;Pont Vanis;;;;;;;;x
PROV78;Talgar;;;;;;;;x
PROV79;Lan Exeter;;;;;;;;x
PROV80;Tridam;;;;;;;;x
PROV81;Inis Porhoet;;;;;;;;x
PROV82;Rakverelin;;;;;;;;x
PROV83;Velhad;;;;;;;;x
PROV84;Aedd Gynvael;;;;;;;;x
PROV85;Hengfors;;;;;;;;x
PROV86;Holopole;;;;;;;;x
PROV87;Creyden;;;;;;;;x
PROV88;N Arc Coast;;;;;;;;x
PROV89;Malleore;;;;;;;;x
PROV90;Creigiau;;;;;;;;x
PROV91;Ard Carraigh;;;;;;;;x
PROV92;Ogmore;;;;;;;;x
PROV93;Balga;;;;;;;;x
PROV94;Ban Glean;;;;;;;;x
PROV95;Athlone;;;;;;;;x
PROV96;Dun Geanainn;;;;;;;;x
PROV97;Buki;;;;;;;;x
PROV98;Ard Kestrel;;;;;;;;x
PROV99;Nyslott;;;;;;;;x
PROV100;Ban Ard;;;;;;;;x
PROV101;Leyda;;;;;;;;x
PROV102;Ragnit;;;;;;;;x
PROV103;Daevon;;;;;;;;x
PROV104;Maum;;;;;;;;x
PROV105;Ademeyn;;;;;;;;x
PROV106;Rhyl;;;;;;;;x
PROV107;Behrendt;;;;;;;;x
PROV108;Wesenburg;;;;;;;;x
PROV109;Vspaden;;;;;;;;x
PROV110;Kaer Morhen;;;;;;;;x
PROV111;Rehden;;;;;;;;x
PROV112;Selburg;;;;;;;;x
PROV113;Rhayader;;;;;;;;x
PROV114;Ard Ghlais;;;;;;;;x
PROV115;Vengerberg;;;;;;;;x
PROV116;Gulet;;;;;;;;x
PROV117;Eysenlaan;;;;;;;;x
PROV118;Aldersberg;;;;;;;;x
PROV119;Asheberg;;;;;;;;x
PROV120;Hagge;;;;;;;;x
PROV121;Vergen;;;;;;;;x
PROV122;Tiel;;;;;;;;x
PROV123;Kalkar;;;;;;;;x
PROV124;Casnewydd;;;;;;;;x
PROV125;Posada;;;;;;;;x
PROV126;Lyria;;;;;;;;x
PROV127;Spalla;;;;;;;;x
PROV128;Rastburg;;;;;;;;x
PROV129;Rivia;;;;;;;;x
PROV130;Scala;;;;;;;;x
PROV131;Ysgith;;;;;;;;x
PROV132;Loc Muinne;;;;;;;;x
PROV133;Ard Skellig;;;;;;;;x
PROV134;Spikeroog;;;;;;;;x
PROV135;Faroe;;;;;;;;x
PROV136;An Skellig;;;;;;;;x
PROV137;Undvik;;;;;;;;x
PROV138;Hindarsfjall;;;;;;;;x
PROV139;Rozrog;;;;;;;;x
PROV140;Bodrog;;;;;;;;x
PROV141;Hamm;;;;;;;;x
PROV142;Verdenian Woodlands;;;;;;;;x
PROV143;Duen Canell;;;;;;;;x
PROV144;Wypalanki;;;;;;;;x
PROV145;Craag An;;;;;;;;x
PROV146;Col Serrai;;;;;;;;x
PROV147;Kerack;;;;;;;;x
PROV148;Cidaris;;;;;;;;x
PROV149;Bremervoord;;;;;;;;x
PROV150;Four Maples;;;;;;;;x
PROV151;Roggeveen;;;;;;;;x
PROV152;Vole;;;;;;;;x
PROV153;NAZAIR;;;;;;;;x
PROV154;METINNA;;;;;;;;x
PROV155;MAECHT;;;;;;;;x
PROV156;TOUSSAINT;;;;;;;;x
PROV157;GHESO;;;;;;;;x
PROV158;ETOLIA;;;;;;;;x
PROV159;GEMMERIA;;;;;;;;x
PROV160;VICOVARO;;;;;;;;x
PROV161;EBBING;;;;;;;;x
PROV162;ANGREN;;;;;;;;x
PROV163;NILFGAARD;;;;;;;;x
PROV164;Ocean;;;;;;;;x
