#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
# W_factions
# W_banker_events
loan_100;Taken 100¤ Loan;;;;;;;;;;;;;x
loan_100_desc;This character character has taken 100 gold loan.;;;;;;;;;;;;;x
loan_200;Taken 200¤ Loan;;;;;;;;;;;;;x
loan_200_desc;This character character has taken 200 gold loan.;;;;;;;;;;;;;x
loan_300;Taken 300¤ Loan;;;;;;;;;;;;;x
loan_300_desc;This character character has taken 300 gold loan.;;;;;;;;;;;;;x
denied_loan;Bank Denied a Loan;;;;;;;;;;;;;x
denied_loan_desc;The bank didn't see you as credible enough buisness partner to give you a loan.;;;;;;;;;;;;;x
refused_repaying_loan_100;Refused to Repay the 100¤ Loan;;;;;;;;;;;;;x
refused_repaying_loan_100_desc;This character refused to repay a loan ruining his image as credible buisness partner.;;;;;;;;;;;;;x
refused_repaying_loan_200;Refused to Repay the 200¤ Loan;;;;;;;;;;;;;x
refused_repaying_loan_200_desc;This character refused to repay a loan ruining his image as credible buisness partner.;;;;;;;;;;;;;x
refused_repaying_loan_300;Refused to Repay the 300¤ Loan;;;;;;;;;;;;;x
refused_repaying_loan_300_desc;This character refused to repay a loan ruining his image as credible buisness partner.;;;;;;;;;;;;;x
# W_childhood_events
having_a_good_time;Having a Good Time;;;;;;;;;;;;;x
# W_conversion_events
non_human_slaughter;Non-human Massacre;;;;;;;;;;;;;x
non_human_oppresion;Non-human Oppression;;;;;;;;;;;;;x
# W_edict_events
edict_timer;Issued an Edict;;;;;;;;;;;;;x
edict_timer_desc;This character has recently issued an edict;;;;;;;;;;;;;x
# W_faction_decisions
# W_feast_events
holding_dwarf_feast;Holding a Dwarf Feast;;;;;;;;;;;;;x
held_velen;Hosted Velen Celebration;;;;;;;;;;;;;x
attended_velen;Attended Velen Celebration;;;;;;;;;;;;;x
held_birke;Hosted Birke Celebration;;;;;;;;;;;;;x
attended_birke;Attended Birke Celebration;;;;;;;;;;;;;x
# W_flaming_rose
expelled_flaming_rose;Expelled the Order of the Flaming Rose;;;;;;;;;;;;;x
# W_lifestyle_events
aspiring_alchemist;Aspiring Alchemist;;;;;;;;;;;;;x
# W_lover_events
lustful_ruler;Lustful Ruler;;;;;;;;;;;;;x
# W_magic_events
drained;Drained;;;;;;;;;;;;;x
drained_desc;This character is drained of magic energy after casting a spell;;;;;;;;;;;;;x
# W_misc_events
stressed_life;Experiencing Much Stress;;;;;;;;;;;;;x
remembering_lost_love;Remembering First Love;;;;;;;;;;;;;x
remembering_lost_love_desc;Memories of an innocent, first love are currently haunting this character;;;;;;;;;;;;;x
reminiscing;Reminiscing About the Past;;;;;;;;;;;;;x
financial_advice_from_friend;Business Advice from Old Friend;;;;;;;;;;;;;x
financial_advice_from_friend_desc;This patrician recently received some useful information from an old friend, and is using it to secure a number of profitable business deals;;;;;;;;;;;;;x
# W_monster_events
dissatisfied_merchants;Dissatisfied Merchants;;;;;;;;;;;;;x
trolls;Troll Infestation;;;;;;;;;;;;;x
trolls_desc;A troll has settled in this province keeping bridges and roads in order allowing for speedier building;;;;;;;;;;;;;x
# W_old_age_events
old_age;Old Age;Old Age;Old Age;;Old Age;;;;;;;;;;;;;x
# W_province_events
vampires;Vampire Infestation;;;;;;;;;;;;;x
vampires_desc;;;;;;;;;;;;;x
werewolves;Werewolf Infestation;;;;;;;;;;;;;x
werewolves_desc;;;;;;;;;;;;;x
hellhounds;Hellhound Infestation;;;;;;;;;;;;;x
hellhounds_desc;;;;;;;;;;;;;x
kikimoras;Kikimora Infestation;;;;;;;;;;;;;x
kikimoras_desc;;;;;;;;;;;;;x
rotfiends;Rotfiend Infestation;;;;;;;;;;;;;x
rotfiends_desc;;;;;;;;;;;;;x
drowners;Drowner Infestation;;;;;;;;;;;;;x
drowners_desc;;;;;;;;;;;;;x
nekkers;Nekker Infestation;;;;;;;;;;;;;x
nekkers_desc;;;;;;;;;;;;;x
long_rain;Long Rain;;;;;;;;;;;;;x
cold_weather;Cold Weather;;;;;;;;;;;;;x
bad_crops;Bad Crops;;;;;;;;;;;;;x
good_crops;Good Crops;;;;;;;;;;;;;x
serious_famine;Famine;;;;;;;;;;;;;x
# W_rebel_events
# W_republic_events
business_partner_fraud;Business Partner Convicted of Fraud;;;;;;;;;;;;;x
business_partner_fraud_desc;One of this merchant's business associates was recently convicted of fraud.;;;;;;;;;;;;;x
# W_siege_events
province_looted;Looted;;;;;;;;;;;;;x
# W_scoiatael_events
scoiatael_presence;A Scoiatael Presence;;;;;;;;;;;;;x
# W_various_trait_events
taking_a_break;Taking a Break;;;;;;;;;;;;;x
taking_a_break_desc;This chracter is taking a break from hard work;;;;;;;;;;;;;x
deep_contemplation;Deep Contemplation;;;;;;;;;;;;;x
deep_contemplation_desc;This chracter is deeply contemplating the world;;;;;;;;;;;;;x
justice_is_blind;Justice is Blind;;;;;;;;;;;;;x
paranoid_coward;Paranoid Coward;;;;;;;;;;;;;x
# W_witcher_events
