#Celtic;;;;;;;;;;;;;;x
count_irish;High Lord;High Lord;High Lord;;High Lord;;;;;;;;;x
count_irish_female;High Lady;High Lady;High Lady;;High Lady;;;;;;;;;x
county_of_irish;High Lordship of;High Lordship de;High Lordship von;;High Lordship del Jeque;;;;;;;;;x
county_irish;High Lordship;High Lordship;High Lordship;;High Lordship;;;;;;;;;x
#duke_irish;King;Roi;König;;Rey;;;;;;;;;x
#duke_female_irish;Queen;Reine;Königin;;Reina;;;;;;;;;x
#duchy_of_irish;Kingdom of;Royaume de;Königreich von;;Reino de;;;;;;;;;x
#duchy_irish;Kingdom;Royaume;Königreich;;Reino;;;;;;;;;x
#duke_welsh;King;Roi;König;;Rey;;;;;;;;;x
#duke_female_welsh;Queen;Reine;Königin;;Reina;;;;;;;;;x
#duchy_of_welsh;Kingdom of;Royaume de;Königreich von;;Reino de;;;;;;;;;x
#duchy_welsh;Kingdom;Royaume;Königreich;;Reino;;;;;;;;;x
#king_irish;High King;Roi;König;;Rey;;;;;;;;;x
#king_female_irish;High Queen;Reine;Königin;;Reina;;;;;;;;;x
#kingdom_of_irish;High Kingdom of;Royaume de;Königreich von;;Reino de;;;;;;;;;x
#kingdom_irish;High Kingdom;High Kingdom;High Kingdom;;High Kingdom;;;;;;;;;x
king_welsh;Prince;Prince;Prince;;Prince;;;;;;;;;x
king_female_welsh;Princess;Princess;Princess;;Princess;;;;;;;;;x
kingdom_of_welsh;Principality of;Principality de;Principality von;;Principality de;;;;;;;;;x
kingdom_welsh;Principality;Principality;Principality;;Principality;;;;;;;;;x
barony_of_irish;Lordship of;Lordship de;Lordship von;;Lordship de;;;;;;;;;x
barony_irish;Lordship;Lordship;Lordship;;Lordship;;;;;;;;;x
baron_irish;Lord;Lord;Lord;;Lord;;;;;;;;;x
baron_irish_female;Lady;Lady;Lady;;Lady;;;;;;;;;x
barony_of_scottish;Lordship of;Lordship de;Lordship von;;Lordship de;;;;;;;;;x
barony_scottish;Lordship;Lordship;Lordship;;Lordship;;;;;;;;;x
baron_scottish;Lord;Lord;Lord;;Lord;;;;;;;;;x
baron_scottish_female;Lady;Lady;Lady;;Lady;;;;;;;;;x
city_count_scottish;Lord Provost;Lord Provost;Lord Provost;;Lord Provost;;;;;;;;;x
city_count_scottish_female;Lord Provost;Lord Provost;Lord Provost;;Lord Provost;;;;;;;;;x
city_baron_scottish;Provost;Provost;Provost;;Provost;;;;;;;;;x
city_baron_scottish_female;Provost;Provost;Provost;;Provost;;;;;;;;;x
