#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
# Generic religious;;;;;;;;;;;;;;x
temple_baron;Priest;;;;;;;;;;;;;x
temple_baron_female;Priestess;;;;;;;;;;;;;x
temple_count;Priest;;;;;;;;;;;;;x
temple_count_female;Priestess;;;;;;;;;;;;;x
temple_duke;High Priest;;;;;;;;;;;;;x
temple_duke_female;High Priestess;;;;;;;;;;;;;x
temple_king;Archpriest;;;;;;;;;;;;;x
temple_king_female;Archpriestess;;;;;;;;;;;;;x
job_spiritual;Court Priest;;;;;;;;;;;;;x
job_spiritual_female;Court Priestess;;;;;;;;;;;;;x
PRIEST;priest;;;;;;;;;;;;;x
# Nature religion;;;;;;;;;;;;;;x
temple_baron_nature;Druid;;;;;;;;;;;;;x
temple_count_nature;Druid;;;;;;;;;;;;;x
temple_duke_nature;Elder Druid;;;;;;;;;;;;;x
temple_king_nature;Hierophant;;;;;;;;;;;;;x
temple_king_female_nature;Flaminica;;;;;;;;;;;;;x
job_spiritual_nature;Court Druid;;;;;;;;;;;;;x
DRUID;druid;;;;;;;;;;;;;x
