#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
# Traits;;;;;;;;;;;;;;
dwarf;Short;;;;;;;;;;;;;x
dwarf_desc;This character is of short stature;;;;;;;;;;;;;x
impaler;Torturer;;;;;;;;;;;;;x
impaler_desc;This character likes to spend the nights in the dungeon, inventing new ways of torturing unfortunate victims.;;;;;;;;;;;;;x
scholar_desc;This character leads the life of a scholar, poring over books and corresponding with the finest minds of world.;;;;;;;;;;;;;x
greedy_desc;The character is infamously greedy, always wanting more and more.;;;;;;;;;;;;;x
charitable_desc;This character is famously charitable always willing to help those in need.;;;;;;;;;;;;;x
slothful_desc;This character is shockingly lazy, neglecting his duties and responsibilities.;;;;;;;;;;;;;x
diligent_desc;This character is dutiful and diligent always bustling around and managing to keep himself busy.;;;;;;;;;;;;;x
envious_desc;This character is envious, having insatiable desire of others' possessions. ;;;;;;;;;;;;;x
kind_desc;This character is kind and full of empathy always thinking more about others then himself.;;;;;;;;;;;;;x
wroth_desc;This character certainly has a hot temper and always rushes into action without thinking.;;;;;;;;;;;;;x
patient_desc;This character is patient, willing to invest time and care in everything he does.;;;;;;;;;;;;;x
lustful_desc;This character is lustful possessing intense desire for pleasure.;;;;;;;;;;;;;x
chaste_desc;This character is perfect example of chastity, placing his virtue before the carnal desires.;;;;;;;;;;;;;x
proud_desc;This character is proud always boasting about his deeds no matter how insignificant.;;;;;;;;;;;;;x
humble_desc;This character is modest, never boasting, always doing everything with humbleness.;;;;;;;;;;;;;x
gluttonous_desc;This character enjoys the small pleasures of life - good food, good drinks and maybe more food.;;;;;;;;;;;;;x
temperate_desc;This character believes in the virtue of moderation and always avoiding excess.;;;;;;;;;;;;;x
haughty_desc;This child is proud and vain, convinced of their own superiority. Can develop into: §YProud§!, §YArbitrary§!, §YCruel§! or §YRacist§!.;;;;;;;;;;;;;;x
affectionate_desc;This child is kind and is quick to show love and affection. Can develop into: §YKind§!, §YContent§!, §YTrusting§! or §YTolerant§!.;;;;;;;;;;;;;;x
playful_desc;This child loves to engage in fun and games, almost always turning any activity into an excuse to play. Can develop into: §YGregarious§!, §YDeceitful§!, §YGambler§! or (rarely) §YLunatic§!.;;;;;;;;;;;;;;x
conscientious_desc;This child is unusually scrupulous and responsible, taking delight in completing any chores and tasks to perfection. Can develop into: §YDiligent§!, §YTemperate§! or §YReasonable§!.;;;;;;;;;;;;;;x
bubonic_plague;Catriona;;;;;;;;;;;;;x
has_bubonic_plague_death;of the dreaded Catriona;;;;;;;;;;;;;x
has_bubonic_plague;Has the Catriona!;;;;;;;;;;;;;x
has_bubonic_plague_desc;This character has the dreaded Catriona.;;;;;;;;;;;;;x
BUBONIC_PLAGUE_INFO;The Bane has brought the Catriona to this county.;;;;;;;;;;;;;x
# Decisions/Laws;;;;;;;;;;;;;;
employ_priest;Invite Priest to Court;;;;;;;;;;;;;x
employ_priest_desc;Scour the land for a priest to join my court and advise me on religious matters.;;;;;;;;;;;;;x
employ_steward;Invite Steward to Court;;;;;;;;;;;;;x
employ_steward_desc;Invite a promising steward to court, to aid with matters of administration.;;;;;;;;;;;;;x
title_master_of_the_hunt;Royal Huntsman;;;;;;;;;;;;;x
vassal_blinding_decision_desc;As [Root.GetSheHe] is your prisoner, you may give the order to permanently blind [Root.GetTitledFirstName] and then setting [Root.GetHerHim] free. A severe punishment as a blind [Root.GetManWoman] is threat to no one.;;;;;;;;;;;;;x
conscript_merchant_ships_desc;With no real fleet of my own in times of war I must rely on merchant shipping that can be conscripted - for a tidy sum of gold, of course...;;;;;;;;;;;;;x
DIPLOFLAVOR_INSULT_0;Tales of your misdeeds are told from Kovir to Zangwebar.;;;;;;;;;;;;;x
centralization_desc;Kings and emperors fought a constant battle with their vassals over privileges, rights and obligations. The nobility, naturally, tended to favour a weak state...;;;;;;;;;;;;;x
tournament_invite;Let all archers of the realm be invited;;;;;;;;;;;;;x
imperial_administration_desc;This system of administration has a hierarchy of magistrates and functionaries running daily business in the name of the emperor. It allows for a power structure that hands less power to permanently landed vassals.;;;;;;;;;;;;;x
ze_administration_laws_2_desc;This system of administration has a hierarchy of magistrates and functionaries running daily business in the name of the emperor. It allows for a power structure that hands less power to permanently landed vassals.;;;;;;;;;;;;;x
crown_authority;Crown Obligations;;;;;;;;;;;;;x
crown_authority_desc;Crown Obligations represent the various obligations of vassals against you.;;;;;;;;;;;;;x
crown_authority_0;No Crown Obligations;;;;;;;;;;;;;x
crown_authority_0_desc;Crown Obligations represent the various obligations of vassals against you.;;;;;;;;;;;;;x
crown_authority_0_option;No;;;;;;;;;;;;;x
crown_authority_1;Low Crown Obligations;;;;;;;;;;;;;x
crown_authority_1_desc;Crown Obligations represent the various obligations of vassals against you.;;;;;;;;;;;;;x
crown_authority_1_option;Low;;;;;;;;;;;;;x
crown_authority_2;Medium Crown Obligations;;;;;;;;;;;;;x
crown_authority_2_desc;Crown Obligations represent the various obligations of vassals against you.;;;;;;;;;;;;;x
crown_authority_2_option;Medium;;;;;;;;;;;;;x
crown_authority_3;High Crown Obligations;;;;;;;;;;;;;x
crown_authority_3_desc;Crown Obligations represent the various obligations of vassals against you.;;;;;;;;;;;;;x
crown_authority_3_option;High;;;;;;;;;;;;;x
crown_authority_4;Maximal Crown Obligations;;;;;;;;;;;;;x
crown_authority_4_desc;Crown Obligations represent the various obligations of vassals against you.;;;;;;;;;;;;;x
crown_authority_4_option;Max;Max.;Max;;Máx.;;;;;;;;;x
CB_NAME_LOWER_CROWN_AUTHORITY_LAW;Lower Crown Obligations;;;;;;;;;;;;;x
WAR_NAME_LOWER_CROWN_AUTHORITY_LAW;$ORDER$$SECOND_ADJ$ Civil War to lower Crown Obligations;;;;;;;;;;;;;x
# Tribal => Formal;;;;;;;;;;;;;;
TRIBAL_TITLE_DESTROYED_SETUP;Formal Title Abandoned;;;;;;;;;;;;;x
TRIBAL_TITLE_DESTROYED_LOG;The formal title '§Y$TITLE$§!' has been abandoned.;;;;;;;;;;;;;x
