#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
e_aedirn;Aedirn;Aedirn;Aedirn;;Aedirn;;;;;;;;;x
e_aedirn_adj;Aedirnian;;aedirner;;;;;;;;;;;x
e_kaedwen;Kaedwen;Kaedwen;Kaedwen;;Kaedwen;;;;;;;;;x
e_kaedwen_adj;Kaedweni;;kaedwener;;;;;;;;;;;x
e_kovir_poviss;Kovir & Poviss;Kovir & Poviss;Kovir & Poviss;;Kovir & Poviss;;;;;;;;;x
e_kovir_poviss_adj;Kovir & Povissian;;Kovir & Povisser;;;;;;;;;;;x
e_lyria_rivia;Lyria & Rivia;Lyria & Rivia;Lyria & Rivia;;Lyria & Rivia;;;;;;;;;x
e_lyria_rivia_adj;Lyria & Rivian;;Lyria & River;;;;;;;;;;;x
e_nilfgaard;Nilfgaard;Nilfgaard;Nilfgaard;;Nilfgaard;;;;;;;;;x
e_nilfgaard_adj;Nilfgaardian;;nilfgaarder;;;;;;;;;;;x
e_redania;Redania;Redania;Redania;;Redania;;;;;;;;;x
e_redania_adj;Redanian;;redaner;;;;;;;;;;;x
e_sodden;Sodden;Sodden;Sodden;;Sodden;;;;;;;;;x
e_sodden_adj;Soddenian;;soddener;;;;;;;;;;;x
e_temeria;Temeria;Temeria;Temeria;;Temeria;;;;;;;;;x
e_temeria_adj;Temerian;;temerer;;;;;;;;;;;x
