#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
e_persia;Persian Empire;Empire perse;Das persische Reich;;Imperio persa;;;;;;;;;x;
e_persia_adj;Persian;perse;Persisch;;Persa;;;;;;;;;x;
e_seljuk_turks;Persia;Turcs Seljuks;Seldschuk-Türken;;Selyúcidas;;;;;;;;;x
e_seljuk_turks_adj;Persian;turc seljuk;Seldschuk-Türkischer;;Selyúcidas;;;;;;;;;x
e_italy;Italia;;;;;;;;;;;;;x
e_italy_adj;Italian;;;;;;;;;;;;;x
e_abyssinia;Abyssinia;;;;;;;;;;;;;x
e_abyssinia_adj;Ethiopian;;;;;;;;;;;;;x
e_germany;German Realm;;;;;;;;;;;;;x
e_germany_adj;German;;;;;;;;;;;;;x
e_poland_lithuania;Poland-Lithuania;;;;;;;;;;;;;x
e_poland_lithuania_adj;Polish;;;;;;;;;;;;;x
e_russia;Rus;;;;;;;;;;;;;x
e_arabia;Arabia;;;;;;;;;;;;;x
k_sunni;The Sunni Caliphate;Le Califat sunnite;Das Sunni-Kalifat;;El califato Suni;;;;;;;;;x
k_sunni_adj;Caliphal;califal;Kalifen-;;Califal;;;;;;;;;x
k_nikaea;Nikaea;Nicée;Nikäa;;Nicea;;;;;;;;;x
k_nikaea_adj;Nikaean;nicéen;Nikäer;;Niceno;;;;;;;;;x
k_epirus;Epirus;Épire;Epirus;;Epirus;;;;;;;;;x
k_epirus_adj;Epirotian;épirote;Epirotischer;;Ípeiros;;;;;;;;;x
k_thessalonika;Thessalonika;Thessalonique;Thessalonika;;Tesalónica;;;;;;;;;x
k_thessalonika_adj;Thessalonian;thessalonicien;Thessalonikischer;;Tesalonicense;;;;;;;;;x
k_novgorod;Novgorod;Novgorod;Nowgorod;;Nóvgorod;;;;;;;;;x
k_novgorod_adj;Novgorodian;novgorodien;Nowgoroder;;Novgorodiense;;;;;;;;;x
k_kiev;Kiev;Kiev;Kiew;;Kiev;;;;;;;;;x
k_kiev_adj;Kievan;kiévien;Kiewer;;Kieveños;;;;;;;;;x
k_crimea;Crimea;Crimée;Krim;;Crimea;;;;;;;;;x
k_crimea_adj;Crimean;criméen;Krim;;Crimeo;;;;;;;;;x
k_alania;Alania;Alanie;Alania;;Alania;;;;;;;;;x
k_alania_adj;Alanian;alanien;Alanischer;;Alaniés;;;;;;;;;x
k_saxony;Saxony;Saxe;Sachsen;;Sajonia;;;;;;;;;x
k_saxony_adj;Saxon;saxon;Sächsischer;;Sajona;;;;;;;;;x
k_spain;Spain;;;;;;;;;;;;;x
k_spain_adj;Spanish;;;;;;;;;;;;;x
k_galicia;Galicia;Galice;Galizien;;Galicia;;;;;;;;;x
k_galicia_adj;Galician;galicien;Galizischer;;Gallega;;;;;;;;;x
k_iceland;Iceland;Islande;Island;;Islandia;;;;;;;;;x
k_iceland_adj;Icelandic;Islandaise;Isländischer;;Islandesa;;;;;;;;;x
k_cilicia;Cilicia;;;;;;;;;;;;;x
k_cilicia_adj;Cilician;;;;;;;;;;;;;x
k_anatolia;Iconium;;;;;;;;;;;;;x
d_bulgaria;Bulgaria;;;;;;;;;;;;;x
d_bulgaria_adj;Bulgarian;;;;;;;;;;;;;x
d_belgorod;Belgorod;Belgorod;Belgorod;;Belgorod;;;;;;;;;x
d_belgorod_adj;Belgorodian;belgorodois;Belgoroder;;Belgorodiano;;;;;;;;;x
d_norse;Jomsvikings;Jomsvikings;Jomsvikings;;Jomsvikings;;;;;;;;;x
d_norse_adj;Mercenary;mercenaire;Söldner;;Mercenario;;;;;;;;;x
