#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
** SINIC **;;;;;;;;;;;;;;
** VIETNAMESE **;;;;;;;;;;;;;;
#emperor_vietnamese;Hoang De;Hoang De;Hoang De;;Hoang De;;;;;;;;;;x
#emperor_female_vietnamese;Hoang Hau;Hoang Hau;Hoang Hau;;Hoang Hau;;;;;;;;;;x
#king_vietnamese;Vuong;Vuong;Vuong;;Vuong;;;;;;;;;x
#king_female_vietnamese;Hoang;Hoang;Hoang;;Hoang;;;;;;;;;x
duke_vietnamese;Cong;Cong;Cong;;Cong;;;;;;;;;x
duke_female_vietnamese;Phu Nhan;Phu Nhan;Phu Nhan;;Phu Nhan;;;;;;;;;x
duchy_of_vietnamese;Circuit of;Circuit of;Circuit of;;Circuit of;;;;;;;;;x
count_vietnamese;Ba;Ba;Ba;;Ba;;;;;;;;;x
count_female_vietnamese;Phu Nhan;Phu Nhan;Phu Nhan;;Phu Nhan;;;;;;;;;x
county_of_chinese;Prefecture of;Prefecture of;Prefecture of;;Prefecture of;;;;;;;;;x
baron_vietnamese;Nam;Nam;Nam;;Nam;;;;;;;;;x
baron_female_vietnamese;Phu Nhan;Phu Nhan;Phu Nhan;;Phu Nhan;;;;;;;;;x
barony_of_vietnamese;Castle of;Castle of;Castle of;;Castle of;;;;;;;;;x
** CHINESE **;;;;;;;;;;;;;;
#emperor_chinese;Huang Di;Huang Di;Huang Di;;Huang Di;;;;;;;;;;x
#emperor_female_chinese;Huang Hou;Huang Hou;Huang Hou;;Huang Hou;;;;;;;;;;x
#king_chinese;Wang;Wang;Wang;;Wang;;;;;;;;;x
#king_female_chinese;Nu Wang;Nu Wang;Nu Wang;;Nu Wang;;;;;;;;;x
duke_chinese;Gong;Gong;Gong;;Gong;;;;;;;;;x
duke_female_chinese;Furen;Furen;Furen;;Furen;;;;;;;;;x
duchy_of_chinese;Circuit of;Circuit of;Circuit of;;Circuit of;;;;;;;;;x
count_chinese;Bo;Bo;Bo;;Bo;;;;;;;;;x
count_female_chinese;Furen;Furen;Furen;;Furen;;;;;;;;;x
county_of_chinese;Prefecture of;Prefecture of;Prefecture of;;Prefecture of;;;;;;;;;x
baron_chinese;Nan;Nan;Nan;;Nan;;;;;;;;;x
baron_female_chinese;Furen;Furen;Furen;;Furen;;;;;;;;;x
barony_of_chinese;Xian of;Xian of;Xian of;;Xian of;;;;;;;;;x
** KOREAN **;;;;;;;;;;;;;;
#emperor_korean;Je;Je;Je;;Je;;;;;;;;;;x
#emperor_female_korean;Hwanghu;Hwanghu;Hwanghu;;Hwanghu;;;;;;;;;;x
#king_korean;Taiwong;Taiwong;Taiwong;;Taiwong;;;;;;;;;x
#king_female_korean;Yeowang;Yeowang;Yeowang;;Yeowang;;;;;;;;;;x
duke_korean;Gukgong;Gukgong;Gukgong;;Gukgong;;;;;;;;;x
